Role,Company,City,Grouped City,State,Month posted,No. of days ago,Level,Job type,Job function,Industry
Data Analyst,Macquarie Group,Gurgaon,Gurgaon,Haryana,November,28,Not Applicable,Full-time,Information Technology,"Banking, Financial Services, and Investment Banking"
Data Analyst,Kwantics,Noida,Noida,Uttar Pradesh,November,28,Associate,Full-time,Information Technology,"IT Services and IT Consulting, Computer Software, and Internet Publishing"
Assistant Manager - Data Analyst Finance,Unilever,Mumbai,Mumbai,Maharashtra,November,28,Mid-Senior level,Full-time,Finance,"Food and Beverage Services, Food and Beverage Manufacturing, and Manufacturing"
Data Research Analyst,Morningstar,Navi Mumbai,Navi Mumbai,Maharashtra,November,21,Internship,Full-time,"Research, Analyst, and Information Technology",Financial Services
Data Analyst,Donatekart,Hyderabad,Hyderabad,Telangana,November,7,Full-time,Not mentioned,Not mentioned,Not mentioned
Data Analyst,Design Cafe,Bangalore Urban,Bengaluru,Karnataka,November,28,Mid-Senior level,Full-time,Marketing,Design and Leasing Real Estate
Data Analyst,ShopUp,Bangalore Urban,Bengaluru,Karnataka,November,7,Mid-Senior level,Full-time,Analyst,Internet Publishing
Data Analyst,Clarivate,Bengaluru,Bengaluru,Karnataka,November,5,Entry level,Full-time,Information Technology,"IT Services and IT Consulting, Information Services, and Pharmaceutical Manufacturing"
Data Analyst - SQL,Unnati,Mumbai,Mumbai,Maharashtra,November,28,Mid-Senior level,Full-time,Information Technology,"Computer Software, Internet Publishing, and Financial Services"
Financial Data Analyst,Moody's Corporation,Bengaluru,Bengaluru,Karnataka,November,3,Not Applicable,Full-time,Information Technology,Financial Services
Big Data Analyst,ProjectPro,Not mentioned,Not mentioned,Not mentioned,November,3,Full-time,Not mentioned,Not mentioned,Not mentioned
Customer Data Analyst,IDC Asia/Pacific,Bengaluru,Bengaluru,Karnataka,November,21,Mid-Senior level,Full-time,"Research, Analyst, and Customer Service","IT Services and IT Consulting, Market Research, and Research Services"
Channel Data & Incentives Operations Analyst 1,HP,Bengaluru,Bengaluru,Karnataka,November,28,Not Applicable,Full-time,Sales and Business Development,"IT Services and IT Consulting, Computer Hardware Manufacturing, and Computer Software"
Data Analyst,Schneider Electric,Gurgaon,Gurgaon,Haryana,November,14,Entry level,Full-time,Information Technology,"IT Services and IT Consulting, Computer Software, and Financial Services"
Data Analyst,Pickrr,Gurgaon,Gurgaon,Haryana,November,28,Entry level,Full-time,Information Technology,"IT Services and IT Consulting, Computer Software, and Internet Publishing"
BharatPe - Data Analyst,BharatPe,Delhi,Delhi,Delhi,October,31,Entry level,Full-time,Information Technology,Banking
Data Analyst - CEO's Office,Unacademy,Bengaluru,Bengaluru,Karnataka,October,31,Entry level,Full-time,Analyst,"Marketing and Advertising, Computer Software, and Internet Publishing"
Data Analyst,Quinbay,Bangalore Urban,Bengaluru,Karnataka,November,21,Associate,Full-time,Information Technology,IT Services and IT Consulting
Data analyst,ABB,Bengaluru,Bengaluru,Karnataka,November,7,Not Applicable,Full-time,Sales,"Appliances, Electrical, and Electronics Manufacturing"
Data Analyst,Ingrainhub,Bengaluru North,Bengaluru,Karnataka,November,28,Entry level,Full-time,Information Technology,"IT Services and IT Consulting, Computer Software, and Internet Publishing"
Data Analyst,Extramarks Education India Pvt. Ltd.,Faridabad,Faridabad,Haryana,November,28,Mid-Senior level,Full-time,Information Technology,E-Learning Providers
Data Analyst 2,PayPal,Chennai,Chennai,Tamil Nadu,November,2,Not Applicable,Full-time,Information Technology,"Computer Software, Internet Publishing, and Financial Services"
Analyst - Loyalty Data Analytics,United Airlines,Gurgaon,Gurgaon,Haryana,November,14,Entry level,Full-time,Other,"IT Services and IT Consulting, Computer Software, and Financial Services"
Financial Data Analyst,Moody's Corporation,Bengaluru,Bengaluru,Karnataka,November,3,Not Applicable,Full-time,Information Technology,Financial Services
Data Analyst - SQL/Python,NITS Solutions,Gurugram,Gurugram,Haryana,November,5,Entry level,Full-time,Information Technology,"IT Services and IT Consulting, Computer Software, and Internet Publishing"
SPG Data Analyst,Morgan Stanley,Mumbai,Mumbai,Maharashtra,November,5,Not Applicable,Full-time,Information Technology,"Financial Services, Investment Banking, and Investment Management"
Analyst - Data Science & Analytics,American Express,Gurgaon,Gurgaon,Haryana,November,4,Entry level,Full-time,Business Development and Sales,Financial Services
Data Analyst,Mirchi,Noida,Noida,Uttar Pradesh,November,21,Mid-Senior level,Full-time,"Engineering, Information Technology, and Analyst",Entertainment
Data Analyst | 4 to 12 years | Hyderabad & Chennai & Pune,Capgemini,Chennai,Chennai,Tamil Nadu,November,28,Mid-Senior level,Full-time,Information Technology,"IT Services and IT Consulting, Computer Software, and Staffing and Recruiting"
Clinical Data Analyst I,Parexel,Bengaluru,Bengaluru,Karnataka,September,62,Associate,Full-time,"Science, Analyst, and Information Technology",Pharmaceutical Manufacturing
Jr. GSM Data Analyst,Corning Incorporated,Gurugram,Gurugram,Haryana,October,31,Associate,Full-time,Information Technology,"IT Services and IT Consulting, Appliances, Electrical, and Electronics Manufacturing, and Financial Services"
Data Analyst,Graphene AI,Bengaluru North,Bengaluru,Karnataka,September,62,Mid-Senior level,Full-time,Information Technology,"IT Services and IT Consulting, Computer Software, and Internet Publishing"
Data Analyst,Lifesight,Bengaluru,Bengaluru,Karnataka,October,31,Entry level,Full-time,Information Technology,"IT Services and IT Consulting, Computer Software, and Internet Publishing"
Data Analyst,WorkIndia,Bengaluru,Bengaluru,Karnataka,November,21,Entry level,Full-time,Information Technology,IT Services and IT Consulting
Data Science Analyst,UBS,Pune,Pune,Maharashtra,November,28,Not Applicable,Full-time,Finance and Accounting/Auditing,"Banking, Financial Services, and Investment Banking"
Data Analyst,JobDost,Bengaluru North,Bengaluru,Karnataka,October,31,Associate,Full-time,Information Technology,"IT Services and IT Consulting, Computer Software, and Staffing and Recruiting"
HM Data - Analyst,Shell,Chennai,Chennai,Tamil Nadu,November,14,Not Applicable,Full-time,Administrative and Accounting/Auditing,Oil and Gas
Data/Information Mgt Analyst 1,Citi,Bengaluru,Bengaluru,Karnataka,November,7,Not Applicable,Full-time,Information Technology,"Banking, Financial Services, and Investment Banking"
Data Analyst,Briq,Pune,Pune,Maharashtra,November,6,Mid-Senior level,Full-time,Information Technology,"IT Services and IT Consulting, Computer Software, and Internet Publishing"
HM Data - Analyst,Shell,Chennai,Chennai,Tamil Nadu,November,14,Not Applicable,Full-time,Administrative and Accounting/Auditing,Oil and Gas
Data Analyst,Convosight,Not mentioned,Not mentioned,Not mentioned,October,31,Full-time,Not mentioned,Not mentioned,Not mentioned
Data Research Analyst,Morningstar,Navi Mumbai,Navi Mumbai,Maharashtra,October,31,Internship,Full-time,"Research, Analyst, and Information Technology",Financial Services
Data Analyst,Sattva Consulting,Bengaluru,Bengaluru,Karnataka,September,62,Associate,Full-time,Other,Management Consulting
Data Analyst,Encora Inc.,Bengaluru,Bengaluru,Karnataka,October,31,Entry level,Full-time,Information Technology,"IT Services and IT Consulting, Computer Software, and Financial Services"
Associate - Data Analyst,Internet Brands,Mumbai,Mumbai,Maharashtra,November,28,Associate,Full-time,Information Technology,"Marketing and Advertising, Computer Software, and Internet Publishing"
Data/Information Mgt Analyst 1,Citi,Chennai,Chennai,Tamil Nadu,November,28,Not Applicable,Full-time,Information Technology,"Banking, Financial Services, and Investment Banking"
Data/Information Mgt Analyst 2,Citi,Pune,Pune,Maharashtra,November,28,Not Applicable,Full-time,Information Technology,"Banking, Financial Services, and Investment Banking"
Data Analyst,THEBES IT SOLUTIONS LIMITED,Bangalore Urban,Bengaluru,Karnataka,November,14,Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting
Data Analyst - Quantitative Support Team,TresVista,Bengaluru,Bengaluru,Karnataka,November,28,Entry level,Full-time,Information Technology,"IT Services and IT Consulting, Computer Software, and Financial Services"
Data Analyst - SQL/Python,Midtown Software,Chandigarh,Chandigarh,Chandigarh,November,28,Entry level,Full-time,Information Technology,IT Services and IT Consulting
Data Analyst,ekincare,Hyderabad,Hyderabad,Telangana,October,31,Mid-Senior level,Full-time,Information Technology,"IT Services and IT Consulting, Computer Software, and Internet Publishing"
Data Analyst,NTT DATA Services,Bengaluru,Bengaluru,Karnataka,November,7,Entry level,Full-time,Information Technology,"IT Services and IT Consulting, Computer Software, and Financial Services"
Data Analyst,Thoucentric,Bengaluru,Bengaluru,Karnataka,October,31,Entry level,Full-time,Information Technology,Management Consulting
Research - Data Analyst / Associate,ISG (Information Services Group),Bengaluru,Bengaluru,Karnataka,November,28,Associate,Full-time,"Research, Analyst, and Information Technology","IT Services and IT Consulting, Outsourcing and Offshoring Consulting, and Management Consulting"
Analyst - Data Analytics,Machintel,Pune,Pune,Maharashtra,October,31,Entry level,Full-time,Business Development and Sales,"IT Services and IT Consulting, Marketing and Advertising, and Computer Software"
Data Analyst - Informatica,Eaton,Pune,Pune,Maharashtra,November,28,Entry level,Full-time,Marketing and Product Management,"Appliances, Electrical, and Electronics Manufacturing, Aviation and Aerospace Component Manufacturing, and Motor Vehicle Manufacturing"
Mojocare - Data Analyst - SQL/R,Mojocare,Bengaluru,Bengaluru,Karnataka,September,62,Entry level,Full-time,Information Technology,Wellness and Fitness Services
ProgCap - Data Analyst - SQL,Progcap,Delhi,Delhi,Delhi,October,31,Entry level,Full-time,Information Technology,Banking
Analyst-Data Science,American Express,Gurgaon,Gurgaon,Haryana,November,14,Mid-Senior level,Full-time,Information Technology,Financial Services
Data Analyst: GTS Analytics,Kyndryl,Not mentioned,Not mentioned,Not mentioned,November,4,Entry level,Full-time,Information Technology,IT Services and IT Consulting
Data Management Analyst,UBS,Pune,Pune,Maharashtra,November,21,Not Applicable,Full-time,General Business and Management,"Banking, Financial Services, and Investment Banking"
Financial Data Analyst,Moody's Corporation,Bengaluru,Bengaluru,Karnataka,November,3,Not Applicable,Full-time,Information Technology,Financial Services
Data Analyst,Ubiqc,Noida,Noida,Uttar Pradesh,October,31,Full-time,Not mentioned,Not mentioned,Not mentioned
Data Analyst (Google Analytics),Cimpress India,Bengaluru,Bengaluru,Karnataka,November,14,Associate,Full-time,"Information Technology, Analyst, and Science",Computer Software and Internet Publishing
System and Data Analyst Recruitment,Airbnb,Gurugram,Gurugram,Haryana,November,14,Mid-Senior level,Full-time,"Research, Analyst, and Information Technology",Internet Publishing
Paytm Payments Bank - Data Analyst - VBA,Paytm Payments Bank ,Noida,Noida,Uttar Pradesh,October,31,Entry level,Full-time,Information Technology,"IT Services and IT Consulting, Computer Software, and Internet Publishing"
Data Analyst,Augmenter,Mumbai,Mumbai,Maharashtra,October,31,Entry level,Full-time,Information Technology,"Market Research, Financial Services, and Management Consulting"
Data Analytics Analyst,Accenture in India,Open Area,Open Area,Delhi,November,5,Entry level,Full-time,"Research, Quality Assurance, and Strategy/Planning","IT Services and IT Consulting, Computer Software, and Financial Services"
Financial Data Analyst,Moody's Corporation,Bengaluru,Bengaluru,Karnataka,November,3,Not Applicable,Full-time,Information Technology,Financial Services
Data Analyst,Kuku FM,Mumbai,Mumbai,Maharashtra,October,31,Associate,Full-time,Information Technology,"IT Services and IT Consulting, Computer Software, and Internet Publishing"
Associate Data Processing Analyst,E2open,Bengaluru,Bengaluru,Karnataka,November,7,Associate,Full-time,Information Technology,"IT Services and IT Consulting, Computer Software, and Financial Services"
Channel Data and Incentives Operations Analyst,HP,Bengaluru,Bengaluru,Karnataka,November,28,Not Applicable,Full-time,Management and Manufacturing,"IT Services and IT Consulting, Computer Hardware Manufacturing, and Computer Software"
Data Analyst,Bentley Systems,Pune,Pune,Maharashtra,September,62,Not Applicable,Full-time,Information Technology,"IT Services and IT Consulting, Computer Software, and Human Resources"
"Senior Data Analyst - (Big Data, SQL, Python)",Flipkart,Bengaluru,Bengaluru,Karnataka,August,93,Not Applicable,Full-time,Information Technology,Internet Publishing and Manufacturing
"Data Analyst, Chrome Security, Trust and Safety",Google,Hyderabad,Hyderabad,Telangana,November,21,Not Applicable,Full-time,Information Technology,Information Services and Internet Publishing
"Data Analyst - Python, Sql",BNP Paribas,Chennai,Chennai,Tamil Nadu,November,28,Entry level,Full-time,Information Technology,"IT Services and IT Consulting, Banking, and Financial Services"
Data Analyst,GSK,Bengaluru,Bengaluru,Karnataka,November,7,Not Applicable,Full-time,"Strategy/Planning, Analyst, and Information Technology",Pharmaceutical Manufacturing
Data Analyst,MyGlamm | Good Glamm Group,Bengaluru,Bengaluru,Karnataka,October,31,Associate,Full-time,Information Technology,Personal Care Product Manufacturing
Python Data Analyst,Eaton,Pune,Pune,Maharashtra,October,31,Entry level,Full-time,"Distribution, Supply Chain, and Manufacturing","Appliances, Electrical, and Electronics Manufacturing, Aviation and Aerospace Component Manufacturing, and Motor Vehicle Manufacturing"
Data Analyst,Kyndryl,Bangalore Urban,Bengaluru,Karnataka,September,62,Entry level,Full-time,Information Technology,IT Services and IT Consulting
Ref Data Mgmt Analyst 2 - C10,Citi,Gurgaon,Gurgaon,Haryana,November,5,Not Applicable,Full-time,Information Technology,"Banking, Financial Services, and Investment Banking"
Analyst-Data Science,Accenture in India,Mumbai,Mumbai,Maharashtra,November,7,Entry level,Full-time,Research and Strategy/Planning,"IT Services and IT Consulting, Computer Software, and Financial Services"
Data Analyst,National Institute of Health and Family Welfare,Delhi,Delhi,Delhi,November,5,Mid-Senior level,Contract,Administrative and Management,Government Relations and Government Administration
Senior Data Analyst,Flipkart,Bengaluru,Bengaluru,Karnataka,August,93,Not Applicable,Full-time,Information Technology,Internet Publishing and Manufacturing
Analyst - Data Analytics,Dhruva Research,Gurgaon,Gurgaon,Haryana,November,5,Entry level,Full-time,Business Development and Sales,Market Research
Data Analyst,NetConnectGlobal,Bengaluru,Bengaluru,Karnataka,November,28,Entry level,Full-time,Information Technology,IT Services and IT Consulting
Data Analyst - 13,Michelin,Pune,Pune,Maharashtra,September,62,Not Applicable,Full-time,Information Technology,"Motor Vehicle Manufacturing, Research Services, and Truck Transportation"
Analyst-Data Science,Accenture in India,Bengaluru,Bengaluru,Karnataka,November,7,Entry level,Full-time,Project Management and Strategy/Planning,"IT Services and IT Consulting, Computer Software, and Financial Services"
Data Analyst / Software Engineer,Cisco,Bengaluru,Bengaluru,Karnataka,November,5,Not Applicable,Full-time,Information Technology and Engineering,"Computer Hardware Manufacturing, Computer Software, and Computer Networking Products"
Data Analyst,Blitzpools,Mumbai,Mumbai,Maharashtra,September,62,Mid-Senior level,Full-time,Information Technology,"Marketing and Advertising, Online Media, and Internet Publishing"
Analyst - Data Science,Novartis India,Hyderabad,Hyderabad,Telangana,November,2,Associate,Full-time,Information Technology,Pharmaceutical Manufacturing
Data Analyst,Zolve,Bengaluru,Bengaluru,Karnataka,September,62,Associate,Full-time,Other,Financial Services
Data Analyst,GSK,Bengaluru,Bengaluru,Karnataka,November,14,Not Applicable,Full-time,"Strategy/Planning, Analyst, and Information Technology",Pharmaceutical Manufacturing
Data Analyst - Trasers,Trianz,Bengaluru,Bengaluru,Karnataka,November,28,Entry level,Full-time,Information Technology,"IT Services and IT Consulting, Computer Software, and Financial Services"
Clinical Data Analyst I,Parexel,Hyderabad,Hyderabad,Telangana,October,31,Associate,Full-time,"Science, Analyst, and Information Technology",Pharmaceutical Manufacturing
Financial Data Analyst,Moody's Corporation,Bengaluru,Bengaluru,Karnataka,November,4,Not Applicable,Full-time,Information Technology,Financial Services
Data Analyst,DataZymes,Bengaluru,Bengaluru,Karnataka,October,31,Entry level,Full-time,Information Technology,Management Consulting
Data Analyst,MSMEx,Pune,Pune,Maharashtra,September,62,Mid-Senior level,Full-time,Information Technology,"IT Services and IT Consulting, Computer Software, and Internet Publishing"
System and Data Analyst Talent Operations,Airbnb,Gurugram,Gurugram,Haryana,November,14,Mid-Senior level,Full-time,"Research, Analyst, and Information Technology",Internet Publishing
Data Analyst,JLL,Aurangabad,Aurangabad,Maharashtra,November,7,Entry level,Full-time,Information Technology,"IT Services and IT Consulting, Marketing and Advertising, and Financial Services"
Data Analyst - Python,Aristocrat IT Solutions Pvt. Ltd.,Chennai,Chennai,Tamil Nadu,November,2,Entry level,Full-time,Information Technology,"Marketing and Advertising, Publishing, and Computer Software"
Data Analyst,47Billion,Indore,Indore,Madhya Pradesh,October,31,Entry level,Full-time,Information Technology,"IT Services and IT Consulting, Computer Software, and Internet Publishing"
Data Analyst,Novartis India,Hyderabad,Hyderabad,Telangana,November,6,Associate,Full-time,Information Technology,Pharmaceutical Manufacturing
Sr Data Analyst,Target,Bengaluru,Bengaluru,Karnataka,September,62,Associate,Full-time,Information Technology,Retail
Senior Data Analyst,Flipkart,Bengaluru,Bengaluru,Karnataka,September,62,Not Applicable,Full-time,Information Technology,Internet Publishing and Manufacturing
Data Analyst,QuinStreet,Pune,Pune,Maharashtra,November,4,Mid-Senior level,Full-time,Engineering,"Marketing and Advertising, Online Media, and Internet Publishing"
Reference Data Analyst,UBS,Mumbai,Mumbai,Maharashtra,November,28,Not Applicable,Full-time,"Strategy/Planning, Analyst, and Administrative","Banking, Financial Services, and Investment Banking"
Staff Data Analyst,Twilio,Bengaluru,Bengaluru,Karnataka,November,5,Not Applicable,Full-time,Information Technology,"IT Services and IT Consulting, Internet Publishing, and Telecommunications"
Financial Data Analyst,Moody's Corporation,Bengaluru,Bengaluru,Karnataka,November,21,Not Applicable,Full-time,Information Technology,Financial Services
Data Analyst- Growth ,Skill-Lync,Bangalore Urban,Bengaluru,Karnataka,November,21,Executive,Full-time,Other,E-Learning Providers
Data Analyst (Inventory and Amazon Performance),Kaplan,Bengaluru,Bengaluru,Karnataka,November,5,Not Applicable,Full-time,"Information Technology, Strategy/Planning, and Other",Education Administration Programs
Data Analyst,TE Connectivity,Bengaluru,Bengaluru,Karnataka,November,14,Associate,Full-time,Information Technology,"IT Services and IT Consulting, Appliances, Electrical, and Electronics Manufacturing, and Financial Services"
Data Science Analyst,VGW,Anupgarh,Anupgarh,Rajasthan,November,3,Entry level,Full-time,Information Technology,"Marketing and Advertising, Computer Software, and Internet Publishing"
Data Research Analyst,Morningstar,Navi Mumbai,Navi Mumbai,Maharashtra,November,6,Internship,Full-time,"Research, Analyst, and Information Technology",Financial Services
Data Analyst,Namaste Credit,Bengaluru North,Bengaluru,Karnataka,November,28,Mid-Senior level,Full-time,Information Technology,"IT Services and IT Consulting, Computer Software, and Financial Services"
Data Analyst 2,Optum,Bengaluru,Bengaluru,Karnataka,September,62,Associate,Full-time,Information Technology,"IT Services and IT Consulting, Computer Software, and Hospitals and Health Care"
Firstcry.com - Data Analyst - Python,FirstCry.com (BrainBees Solutions Pvt. Ltd.),Pune,Pune,Maharashtra,November,21,Entry level,Full-time,Information Technology,"IT Services and IT Consulting, Computer Software, and Internet Publishing"
Collegedunia.com - Data Analyst,Collegedunia,Gurgaon,Gurgaon,Haryana,October,31,Entry level,Full-time,Information Technology,IT Services and IT Consulting
Data Analyst II,Mr. Cooper,Bengaluru,Bengaluru,Karnataka,November,28,Entry level,Full-time,Information Technology,"IT Services and IT Consulting, Computer Software, and Financial Services"
Channel Data and Incentives Operations Analyst,HP,Bengaluru,Bengaluru,Karnataka,November,7,Not Applicable,Full-time,Management and Manufacturing,"IT Services and IT Consulting, Computer Hardware Manufacturing, and Computer Software"
Data Analyst,Autodesk,Bengaluru,Bengaluru,Karnataka,November,5,Not Applicable,Full-time,Information Technology,"IT Services and IT Consulting, Design, and Computer Software"
Data Analyst,Z1 Media,Gurgaon,Gurgaon,Haryana,October,31,Entry level,Full-time,Information Technology,"Marketing and Advertising, Online Media, and Internet Publishing"
Data Operation Analyst 1 ( R-10458),Dun & Bradstreet,Mumbai,Mumbai,Maharashtra,November,2,Associate,Full-time,Management and Manufacturing,"IT Services and IT Consulting, Computer Software, and Financial Services"
Marketing Data Analyst,Whatfix,Bengaluru,Bengaluru,Karnataka,November,21,Associate,Full-time,Information Technology,"IT Services and IT Consulting, Computer Software, and Internet Publishing"
"Advanced Analyst, Data Analytics",GE Renewable Energy,Bengaluru,Bengaluru,Karnataka,October,31,Entry level,Full-time,Business Development and Sales,"IT Services and IT Consulting, Appliances, Electrical, and Electronics Manufacturing, and Computer Software"
Data Analyst,Unyscape,Noida,Noida,Uttar Pradesh,October,31,Associate,Full-time,Information Technology,"IT Services and IT Consulting, Computer Software, and Internet Publishing"
Data Analyst,Canalys,Bengaluru,Bengaluru,Karnataka,November,28,Entry level,Full-time,Information Technology,IT Services and IT Consulting
Data Analyst 3,Zynga,Bengaluru,Bengaluru,Karnataka,November,21,Associate,Full-time,Information Technology,"Computer Software, Entertainment, and Computer Games"
Data Operation Analyst I (R-10268),Dun & Bradstreet,Mumbai,Mumbai,Maharashtra,November,14,Associate,Full-time,Management and Manufacturing,"IT Services and IT Consulting, Computer Software, and Financial Services"
Channel Data & Incentives operations analyst,HP,Bengaluru,Bengaluru,Karnataka,November,3,Not Applicable,Full-time,Management and Manufacturing,"IT Services and IT Consulting, Computer Hardware Manufacturing, and Computer Software"
Data Analyst,GroundTruth,Gurgaon,Gurgaon,Haryana,September,62,Entry level,Full-time,Information Technology,"Marketing and Advertising, Computer Software, and Internet Publishing"
Data Analyst,Vahak,Bengaluru North,Bengaluru,Karnataka,October,31,Mid-Senior level,Full-time,Information Technology,Truck Transportation
Data Analyst,Borderless Access,Bengaluru,Bengaluru,Karnataka,October,31,Entry level,Full-time,Information Technology,"IT Services and IT Consulting, Marketing and Advertising, and Computer Software"
Data Analyst,Gigforce,Gurugram,Gurugram,Haryana,October,31,Entry level,Full-time,Information Technology,Staffing and Recruiting
Saarthee - Analyst - Data Analytics,Saarthee,Gurugram,Gurugram,Haryana,November,6,Entry level,Full-time,Business Development and Sales,Computer Networking Products
Data/Product Analyst,Compile Inc.,Bengaluru,Bengaluru,Karnataka,November,21,Full-time,Not mentioned,Not mentioned,Not mentioned
Data Analyst - Segments & Journeys,DBS Bank,Mumbai,Mumbai,Maharashtra,May,186,Entry level,Full-time,Information Technology,"IT Services and IT Consulting, Banking, and Financial Services"
Data Engineer - I,Amazon,Bengaluru,Bengaluru,Karnataka,November,2,Not Applicable,Full-time,"Strategy/Planning, Analyst, and Information Technology","IT Services and IT Consulting, Computer Software, and Internet Publishing"
Data Analyst,Karmaa Solutions,Vadodara,Vadodara,Gujarat,November,4,Entry level,Full-time,Information Technology,"IT Services and IT Consulting, Computer Software, and Financial Services"
Data Analyst,Autodesk,Pune,Pune,Maharashtra,November,5,Not Applicable,Full-time,Information Technology,"IT Services and IT Consulting, Design, and Computer Software"
Ref Data Mgmt Analyst 1 - C09,Citi,Gurgaon,Gurgaon,Haryana,November,5,Not Applicable,Full-time,Information Technology,"Banking, Financial Services, and Investment Banking"
Data Analyst,Calyx Group,Hyderabad,Hyderabad,Telangana,November,14,Entry level,Full-time,Information Technology,Leasing Real Estate
Relevel - Data Analyst,Relevel by Unacademy,Bengaluru,Bengaluru,Karnataka,October,31,Entry level,Full-time,Information Technology,Education Administration Programs
Data Analyst,HiveMinds,Bengaluru,Bengaluru,Karnataka,November,28,Entry level,Full-time,Other,Marketing and Advertising
Travelxp - Data Analyst - R/Python,Travelxp 4K | HD,Mumbai,Mumbai,Maharashtra,October,31,Entry level,Full-time,Information Technology,"IT Services and IT Consulting, Computer Software, and Internet Publishing"
Ref Data Mgmt Analyst 1 - C09,Citi,Gurgaon,Gurgaon,Haryana,November,21,Not Applicable,Full-time,Information Technology,"Banking, Financial Services, and Investment Banking"
Analyst-Data Science,American Express,Gurgaon,Gurgaon,Haryana,November,4,Mid-Senior level,Full-time,Information Technology,Financial Services
Associate Data Analyst,Solifi,Not mentioned,Not mentioned,Punjab,October,31,Associate,Full-time,Information Technology,IT Services and IT Consulting
Data Analyst,Nielsen,Bengaluru,Bengaluru,Karnataka,November,7,Not Applicable,Full-time,Information Technology,Computer Software
Data Analyst,Evolent Health,Pune,Pune,Maharashtra,November,7,Entry level,Full-time,Information Technology,"IT Services and IT Consulting, Computer Software, and Hospitals and Health Care"
Data Analyst,Societe Generale Global Solution Centre,Bengaluru,Bengaluru,Karnataka,October,31,Not Applicable,Full-time,Information Technology,"Non-profit Organizations, Staffing and Recruiting, and Banking"
Data Analyst,Draup,Bengaluru,Bengaluru,Karnataka,October,31,Entry level,Full-time,Information Technology,"IT Services and IT Consulting, Computer Software, and Management Consulting"
Data Analyst (2-5 yrs),Industry Buying,New Delhi,New Delhi,Delhi,October,31,Associate,Full-time,Information Technology,Retail
Data Analyst - IDI,Sattva Consulting,Bengaluru,Bengaluru,Karnataka,October,31,Entry level,Full-time,Other,Management Consulting
Data Analyst,Benchmark Digital Partners LLC,Bengaluru,Bengaluru,Karnataka,November,28,Entry level,Full-time,Information Technology,"IT Services and IT Consulting, Marketing and Advertising, and Computer Software"
Data Analyst,Predera,Hyderabad,Hyderabad,Telangana,November,28,Mid-Senior level,Full-time,Information Technology,Financial Services
Data Analyst,ValueLabs,Hyderabad,Hyderabad,Telangana,September,62,Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting
Data Analyst,"InsideView, A Demandbase Company",Hyderabad,Hyderabad,Telangana,October,31,Entry level,Full-time,Information Technology,"IT Services and IT Consulting, Computer Software, and Internet Publishing"
Clinical Data Analyst I,Parexel,Serilingampally,Serilingampally,Telangana,November,28,Associate,Full-time,"Science, Analyst, and Information Technology",Pharmaceutical Manufacturing
Data Analyst,WyzMindz Solutions Pvt. Ltd.,Bengaluru North,Bengaluru,Karnataka,October,31,Entry level,Full-time,Information Technology,"IT Services and IT Consulting, Telecommunications, and Outsourcing and Offshoring Consulting"
Senior Data Analyst,EGuidance Labs,Bangalore Urban,Bengaluru,Karnataka,November,2,Full-time,Not mentioned,Not mentioned,Not mentioned
Data/Information Mgt Analyst 2,Citi,Bengaluru,Bengaluru,Karnataka,November,28,Not Applicable,Full-time,Information Technology,"Banking, Financial Services, and Investment Banking"
Axis My India - Data Analyst,Axis My India,Mumbai,Mumbai,Maharashtra,October,31,Entry level,Full-time,Information Technology,"IT Services and IT Consulting, Computer Software, and Management Consulting"
CoRe Data Management Services-Analyst,Deloitte,Hyderabad,Hyderabad,Telangana,October,31,Associate,Full-time,Information Technology,"Financial Services, Management Consulting, and Accounting"
Data Analyst,Societe Generale Global Solution Centre,Bengaluru,Bengaluru,Karnataka,November,14,Not Applicable,Full-time,Information Technology,"Non-profit Organizations, Staffing and Recruiting, and Banking"
Data Analyst,Dotball Interactive Private Limited,Bengaluru North,Bengaluru,Karnataka,October,31,Entry level,Full-time,Information Technology,"IT Services and IT Consulting, Computer Software, and Internet Publishing"
Big Data Analyst,PayU,Bengaluru,Bengaluru,Karnataka,September,62,Entry level,Full-time,Information Technology,Financial Services
Data Analyst,Wadhwani Foundation,Bengaluru,Bengaluru,Karnataka,October,31,Entry level,Full-time,Information Technology,Non-profit Organizations
Data Analyst,NerdPine,Visakhapatnam,Visakhapatnam,Andhra Pradesh,September,62,Full-time,Not mentioned,Not mentioned,Not mentioned
ShadowFax - Data Analyst,Shadowfax,Bengaluru,Bengaluru,Karnataka,November,14,Entry level,Full-time,Information Technology,Internet Publishing
Title Data Analyst,Salve Software Services,Nagpur,Nagpur,Maharashtra,October,31,Entry level,Full-time,Information Technology,Leasing Real Estate
Data Analyst,Anblicks,Hyderabad,Hyderabad,Telangana,November,21,Mid-Senior level,Full-time,Other,IT Services and IT Consulting
Ref Data Mgmt Analyst 2 - C10,Citi,Gurgaon,Gurgaon,Haryana,October,31,Not Applicable,Full-time,Information Technology,"Banking, Financial Services, and Investment Banking"
Data Engineer I,Amazon,Bengaluru,Bengaluru,Karnataka,November,2,Not Applicable,Full-time,"Information Technology, Consulting, and Engineering","IT Services and IT Consulting, Computer Software, and Internet Publishing"
